Date,Open,High,Low,Close,Volume,Adj Close
28/02/1997,18.42,18.42,18.42,18.42,0,13.17
03/03/1997,18.41,18.41,18.41,18.41,0,13.16
04/03/1997,18.37,18.37,18.37,18.37,0,13.13
05/03/1997,18.36,18.36,18.36,18.36,0,13.13
06/03/1997,18.32,18.32,18.32,18.32,0,13.1
07/03/1997,18.32,18.32,18.32,18.32,0,13.1
10/03/1997,18.42,18.42,18.42,18.42,0,13.17
11/03/1997,18.45,18.45,18.45,18.45,0,13.19
12/03/1997,18.35,18.35,18.35,18.35,0,13.12
13/03/1997,18.26,18.26,18.26,18.26,0,13.06
14/03/1997,18.31,18.31,18.31,18.31,0,13.09
17/03/1997,18.23,18.23,18.23,18.23,0,13.03
18/03/1997,18.23,18.23,18.23,18.23,0,13.03
19/03/1997,18.19,18.19,18.19,18.19,0,13.01
20/03/1997,18.19,18.19,18.19,18.19,0,13.01
21/03/1997,18.17,18.17,18.17,18.17,0,12.99
24/03/1997,18.15,18.15,18.15,18.15,0,12.98
25/03/1997,18.11,18.11,18.11,18.11,0,12.95
26/03/1997,18.18,18.18,18.18,18.18,0,13
27/03/1997,18.05,18.05,18.05,18.05,0,12.91
31/03/1997,17.94,17.94,17.94,17.94,0,12.83
01/04/1997,17.94,17.94,17.94,17.94,0,12.83
02/04/1997,17.83,17.83,17.83,17.83,0,12.75
03/04/1997,17.81,17.81,17.81,17.81,0,12.73
04/04/1997,17.84,17.84,17.84,17.84,0,12.76
07/04/1997,17.88,17.88,17.88,17.88,0,12.78
08/04/1997,17.88,17.88,17.88,17.88,0,12.78
09/04/1997,17.83,17.83,17.83,17.83,0,12.75
10/04/1997,17.82,17.82,17.82,17.82,0,12.74
11/04/1997,17.65,17.65,17.65,17.65,0,12.62
14/04/1997,17.65,17.65,17.65,17.65,0,12.62
15/04/1997,17.69,17.69,17.69,17.69,0,12.65
16/04/1997,17.72,17.72,17.72,17.72,0,12.67
17/04/1997,17.78,17.78,17.78,17.78,0,12.71
18/04/1997,17.78,17.78,17.78,17.78,0,12.71
21/04/1997,17.76,17.76,17.76,17.76,0,12.7
22/04/1997,17.8,17.8,17.8,17.8,0,12.73
23/04/1997,17.78,17.78,17.78,17.78,0,12.71
24/04/1997,17.75,17.75,17.75,17.75,0,12.69
25/04/1997,17.7,17.7,17.7,17.7,0,12.65
28/04/1997,17.69,17.69,17.69,17.69,0,12.65
29/04/1997,17.91,17.91,17.91,17.91,0,12.81
30/04/1997,17.95,17.95,17.95,17.95,0,12.83
01/05/1997,18.02,18.02,18.02,18.02,0,12.88
02/05/1997,18.15,18.15,18.15,18.15,0,12.98
05/05/1997,18.26,18.26,18.26,18.26,0,13.06
06/05/1997,18.25,18.25,18.25,18.25,0,13.05
07/05/1997,18.18,18.18,18.18,18.18,0,13
08/05/1997,18.29,18.29,18.29,18.29,0,13.08
09/05/1997,18.38,18.38,18.38,18.38,0,13.14
12/05/1997,18.4,18.4,18.4,18.4,0,13.16
13/05/1997,18.35,18.35,18.35,18.35,0,13.12
14/05/1997,18.37,18.37,18.37,18.37,0,13.13
15/05/1997,18.44,18.44,18.44,18.44,0,13.18
16/05/1997,18.33,18.33,18.33,18.33,0,13.11
19/05/1997,18.39,18.39,18.39,18.39,0,13.15
20/05/1997,18.45,18.45,18.45,18.45,0,13.19
21/05/1997,18.41,18.41,18.41,18.41,0,13.16
22/05/1997,18.37,18.37,18.37,18.37,0,13.13
23/05/1997,18.46,18.46,18.46,18.46,0,13.2
27/05/1997,18.46,18.46,18.46,18.46,0,13.2
28/05/1997,18.46,18.46,18.46,18.46,0,13.2
29/05/1997,18.51,18.51,18.51,18.51,0,13.23
30/05/1997,18.5,18.5,18.5,18.5,0,13.23
02/06/1997,18.52,18.52,18.52,18.52,0,13.24
03/06/1997,18.49,18.49,18.49,18.49,0,13.22
04/06/1997,18.4,18.4,18.4,18.4,0,13.16
05/06/1997,18.47,18.47,18.47,18.47,0,13.21
06/06/1997,18.58,18.58,18.58,18.58,0,13.28
09/06/1997,18.58,18.58,18.58,18.58,0,13.28
10/06/1997,18.56,18.56,18.56,18.56,0,13.27
11/06/1997,18.59,18.59,18.59,18.59,0,13.29
12/06/1997,18.66,18.66,18.66,18.66,0,13.34
13/06/1997,18.72,18.72,18.72,18.72,0,13.38
16/06/1997,18.72,18.72,18.72,18.72,0,13.38
17/06/1997,18.78,18.78,18.78,18.78,0,13.43
18/06/1997,18.73,18.73,18.73,18.73,0,13.39
19/06/1997,18.82,18.82,18.82,18.82,0,13.46
20/06/1997,18.8,18.8,18.8,18.8,0,13.44
23/06/1997,18.74,18.74,18.74,18.74,0,13.4
24/06/1997,18.72,18.72,18.72,18.72,0,13.38
25/06/1997,18.68,18.68,18.68,18.68,0,13.36
26/06/1997,18.66,18.66,18.66,18.66,0,13.34
27/06/1997,18.63,18.63,18.63,18.63,0,13.32
30/06/1997,18.57,18.57,18.57,18.57,0,13.28
01/07/1997,18.62,18.62,18.62,18.62,0,13.31
02/07/1997,18.66,18.66,18.66,18.66,0,13.34
03/07/1997,18.65,18.65,18.65,18.65,0,13.33
07/07/1997,18.56,18.56,18.56,18.56,0,13.27
08/07/1997,18.65,18.65,18.65,18.65,0,13.33
09/07/1997,18.62,18.62,18.62,18.62,0,13.31
10/07/1997,18.69,18.69,18.69,18.69,0,13.36
11/07/1997,18.75,18.75,18.75,18.75,0,13.41
14/07/1997,18.7,18.7,18.7,18.7,0,13.37
15/07/1997,18.73,18.73,18.73,18.73,0,13.39
16/07/1997,18.84,18.84,18.84,18.84,0,13.47
17/07/1997,18.88,18.88,18.88,18.88,0,13.5
18/07/1997,18.89,18.89,18.89,18.89,0,13.51
21/07/1997,18.78,18.78,18.78,18.78,0,13.43
22/07/1997,18.97,18.97,18.97,18.97,0,13.56
23/07/1997,18.96,18.96,18.96,18.96,0,13.56
24/07/1997,18.95,18.95,18.95,18.95,0,13.55
25/07/1997,18.95,18.95,18.95,18.95,0,13.55
28/07/1997,19.01,19.01,19.01,19.01,0,13.59
29/07/1997,19.02,19.02,19.02,19.02,0,13.6
30/07/1997,19.16,19.16,19.16,19.16,0,13.7
31/07/1997,19.23,19.23,19.23,19.23,0,13.75
01/08/1997,19.09,19.09,19.09,19.09,0,13.65
04/08/1997,19.12,19.12,19.12,19.12,0,13.67
05/08/1997,19.07,19.07,19.07,19.07,0,13.63
06/08/1997,19.12,19.12,19.12,19.12,0,13.67
07/08/1997,19.15,19.15,19.15,19.15,0,13.69
08/08/1997,19.05,19.05,19.05,19.05,0,13.62
11/08/1997,19.05,19.05,19.05,19.05,0,13.62
12/08/1997,18.98,18.98,18.98,18.98,0,13.57
13/08/1997,19.04,19.04,19.04,19.04,0,13.61
14/08/1997,19.04,19.04,19.04,19.04,0,13.61
15/08/1997,19.01,19.01,19.01,19.01,0,13.59
18/08/1997,18.99,18.99,18.99,18.99,0,13.58
19/08/1997,19.11,19.11,19.11,19.11,0,13.66
20/08/1997,19.12,19.12,19.12,19.12,0,13.67
21/08/1997,19.07,19.07,19.07,19.07,0,13.63
22/08/1997,19.12,19.12,19.12,19.12,0,13.67
25/08/1997,19.09,19.09,19.09,19.09,0,13.65
26/08/1997,19.1,19.1,19.1,19.1,0,13.66
27/08/1997,19.11,19.11,19.11,19.11,0,13.66
28/08/1997,19.16,19.16,19.16,19.16,0,13.7
29/08/1997,19.14,19.14,19.14,19.14,0,13.68
02/09/1997,19.24,19.24,19.24,19.24,0,13.76
03/09/1997,19.24,19.24,19.24,19.24,0,13.76
04/09/1997,19.25,19.25,19.25,19.25,0,13.76
05/09/1997,19.28,19.28,19.28,19.28,0,13.78
08/09/1997,19.33,19.33,19.33,19.33,0,13.82
09/09/1997,19.36,19.36,19.36,19.36,0,13.84
10/09/1997,19.31,19.31,19.31,19.31,0,13.81
11/09/1997,19.31,19.31,19.31,19.31,0,13.81
12/09/1997,19.46,19.46,19.46,19.46,0,13.91
15/09/1997,19.47,19.47,19.47,19.47,0,13.92
16/09/1997,19.62,19.62,19.62,19.62,0,14.03
17/09/1997,19.61,19.61,19.61,19.61,0,14.02
18/09/1997,19.64,19.64,19.64,19.64,0,14.04
19/09/1997,19.68,19.68,19.68,19.68,0,14.07
22/09/1997,19.71,19.71,19.71,19.71,0,14.09
23/09/1997,19.67,19.67,19.67,19.67,0,14.06
24/09/1997,19.78,19.78,19.78,19.78,0,14.14
25/09/1997,19.77,19.77,19.77,19.77,0,14.13
26/09/1997,19.83,19.83,19.83,19.83,0,14.18
29/09/1997,19.95,19.95,19.95,19.95,0,14.26
30/09/1997,20.03,20.03,20.03,20.03,0,14.32
01/10/1997,20.06,20.06,20.06,20.06,0,14.34
02/10/1997,20.1,20.1,20.1,20.1,0,14.37
03/10/1997,20.23,20.23,20.23,20.23,0,14.46
06/10/1997,20.2,20.2,20.2,20.2,0,14.44
07/10/1997,20.22,20.22,20.22,20.22,0,14.46
08/10/1997,20.11,20.11,20.11,20.11,0,14.38
09/10/1997,19.97,19.97,19.97,19.97,0,14.28
10/10/1997,19.98,19.98,19.98,19.98,0,14.29
13/10/1997,19.91,19.91,19.91,19.91,0,14.24
14/10/1997,19.9,19.9,19.9,19.9,0,14.23
15/10/1997,19.9,19.9,19.9,19.9,0,14.23
16/10/1997,19.78,19.78,19.78,19.78,0,14.14
17/10/1997,19.63,19.63,19.63,19.63,0,14.03
20/10/1997,19.66,19.66,19.66,19.66,0,14.06
21/10/1997,19.71,19.71,19.71,19.71,0,14.09
22/10/1997,19.7,19.7,19.7,19.7,0,14.08
23/10/1997,19.66,19.66,19.66,19.66,0,14.06
24/10/1997,19.56,19.56,19.56,19.56,0,13.98
27/10/1997,19.12,19.12,19.12,19.12,0,13.67
28/10/1997,19.34,19.34,19.34,19.34,0,13.83
29/10/1997,19.39,19.39,19.39,19.39,0,13.86
30/10/1997,19.43,19.43,19.43,19.43,0,13.89
31/10/1997,19.42,19.42,19.42,19.42,0,13.88
03/11/1997,19.52,19.52,19.52,19.52,0,13.96
04/11/1997,19.53,19.53,19.53,19.53,0,13.96
05/11/1997,19.58,19.58,19.58,19.58,0,14
06/11/1997,19.57,19.57,19.57,19.57,0,13.99
07/11/1997,19.46,19.46,19.46,19.46,0,13.91
10/11/1997,19.44,19.44,19.44,19.44,0,13.9
11/11/1997,19.44,19.44,19.44,19.44,0,13.9
12/11/1997,19.29,19.29,19.29,19.29,0,13.79
13/11/1997,19.39,19.39,19.39,19.39,0,13.86
14/11/1997,19.41,19.41,19.41,19.41,0,13.88
17/11/1997,19.53,19.53,19.53,19.53,0,13.96
18/11/1997,19.56,19.56,19.56,19.56,0,13.98
19/11/1997,19.58,19.58,19.58,19.58,0,14
20/11/1997,19.62,19.62,19.62,19.62,0,14.03
21/11/1997,19.69,19.69,19.69,19.69,0,14.08
24/11/1997,19.55,19.55,19.55,19.55,0,13.98
25/11/1997,19.51,19.51,19.51,19.51,0,13.95
26/11/1997,19.49,19.49,19.49,19.49,0,13.93
28/11/1997,19.5,19.5,19.5,19.5,0,13.94
01/12/1997,19.57,19.57,19.57,19.57,0,13.99
02/12/1997,19.55,19.55,19.55,19.55,0,13.98
03/12/1997,19.56,19.56,19.56,19.56,0,13.98
04/12/1997,19.49,19.49,19.49,19.49,0,13.93
05/12/1997,19.59,19.59,19.59,19.59,0,14.01
08/12/1997,19.51,19.51,19.51,19.51,0,13.95
09/12/1997,19.33,19.33,19.33,19.33,0,13.82
10/12/1997,18.72,18.72,18.72,18.72,0,13.89
11/12/1997,18.64,18.64,18.64,18.64,0,13.83
12/12/1997,18.66,18.66,18.66,18.66,0,13.84
15/12/1997,18.69,18.69,18.69,18.69,0,13.86
16/12/1997,18.69,18.69,18.69,18.69,0,13.86
17/12/1997,18.74,18.74,18.74,18.74,0,13.9
18/12/1997,18.72,18.72,18.72,18.72,0,13.89
19/12/1997,18.74,18.74,18.74,18.74,0,13.9
22/12/1997,18.75,18.75,18.75,18.75,0,13.91
23/12/1997,18.81,18.81,18.81,18.81,0,13.95
24/12/1997,18.82,18.82,18.82,18.82,0,13.96
26/12/1997,18.82,18.82,18.82,18.82,0,13.96
29/12/1997,18.84,18.84,18.84,18.84,0,13.98
30/12/1997,18.84,18.84,18.84,18.84,0,13.98
31/12/1997,18.87,18.87,18.87,18.87,0,14
02/01/1998,18.89,18.89,18.89,18.89,0,14.01
05/01/1998,18.92,18.92,18.92,18.92,0,14.04
06/01/1998,18.88,18.88,18.88,18.88,0,14.01
07/01/1998,18.79,18.79,18.79,18.79,0,13.94
08/01/1998,18.68,18.68,18.68,18.68,0,13.86
09/01/1998,18.48,18.48,18.48,18.48,0,13.71
12/01/1998,18.43,18.43,18.43,18.43,0,13.67
13/01/1998,18.68,18.68,18.68,18.68,0,13.86
14/01/1998,18.68,18.68,18.68,18.68,0,13.86
15/01/1998,18.71,18.71,18.71,18.71,0,13.88
16/01/1998,18.79,18.79,18.79,18.79,0,13.94
20/01/1998,18.83,18.83,18.83,18.83,0,13.97
21/01/1998,18.86,18.86,18.86,18.86,0,13.99
22/01/1998,18.75,18.75,18.75,18.75,0,13.91
23/01/1998,18.8,18.8,18.8,18.8,0,13.95
26/01/1998,18.79,18.79,18.79,18.79,0,13.94
27/01/1998,18.9,18.9,18.9,18.9,0,14.02
28/01/1998,19.04,19.04,19.04,19.04,0,14.12
29/01/1998,19.09,19.09,19.09,19.09,0,14.16
30/01/1998,19.08,19.08,19.08,19.08,0,14.15
02/02/1998,18.99,18.99,18.99,18.99,0,14.09
03/02/1998,19.14,19.14,19.14,19.14,0,14.2
04/02/1998,19.31,19.31,19.31,19.31,0,14.32
05/02/1998,19.3,19.3,19.3,19.3,0,14.32
06/02/1998,19.29,19.29,19.29,19.29,0,14.31
09/02/1998,19.25,19.25,19.25,19.25,0,14.28
10/02/1998,19.35,19.35,19.35,19.35,0,14.35
11/02/1998,19.37,19.37,19.37,19.37,0,14.37
12/02/1998,19.37,19.37,19.37,19.37,0,14.37
13/02/1998,19.43,19.43,19.43,19.43,0,14.41
17/02/1998,19.37,19.37,19.37,19.37,0,14.37
18/02/1998,19.35,19.35,19.35,19.35,0,14.35
19/02/1998,19.38,19.38,19.38,19.38,0,14.38
20/02/1998,19.3,19.3,19.3,19.3,0,14.32
23/02/1998,19.28,19.28,19.28,19.28,0,14.3
24/02/1998,19.13,19.13,19.13,19.13,0,14.19
25/02/1998,19.18,19.18,19.18,19.18,0,14.23
26/02/1998,19.26,19.26,19.26,19.26,0,14.29
27/02/1998,19.36,19.36,19.36,19.36,0,14.36
02/03/1998,19.36,19.36,19.36,19.36,0,14.36
03/03/1998,19.26,19.26,19.26,19.26,0,14.29
04/03/1998,19.21,19.21,19.21,19.21,0,14.25
05/03/1998,19.11,19.11,19.11,19.11,0,14.18
06/03/1998,19.16,19.16,19.16,19.16,0,14.21
09/03/1998,19.2,19.2,19.2,19.2,0,14.24
10/03/1998,19.29,19.29,19.29,19.29,0,14.31
11/03/1998,19.29,19.29,19.29,19.29,0,14.31
12/03/1998,19.38,19.38,19.38,19.38,0,14.38
13/03/1998,19.39,19.39,19.39,19.39,0,14.38
16/03/1998,19.41,19.41,19.41,19.41,0,14.4
17/03/1998,19.33,19.33,19.33,19.33,0,14.34
18/03/1998,19.31,19.31,19.31,19.31,0,14.32
19/03/1998,19.35,19.35,19.35,19.35,0,14.35
20/03/1998,19.43,19.43,19.43,19.43,0,14.41
23/03/1998,19.59,19.59,19.59,19.59,0,14.53
24/03/1998,19.63,19.63,19.63,19.63,0,14.56
25/03/1998,19.52,19.52,19.52,19.52,0,14.48
26/03/1998,19.57,19.57,19.57,19.57,0,14.52
27/03/1998,19.52,19.52,19.52,19.52,0,14.48
30/03/1998,19.42,19.42,19.42,19.42,0,14.41
31/03/1998,19.49,19.49,19.49,19.49,0,14.46
01/04/1998,19.51,19.51,19.51,19.51,0,14.47
02/04/1998,19.6,19.6,19.6,19.6,0,14.54
03/04/1998,19.78,19.78,19.78,19.78,0,14.67
06/04/1998,19.7,19.7,19.7,19.7,0,14.61
07/04/1998,19.66,19.66,19.66,19.66,0,14.58
08/04/1998,19.64,19.64,19.64,19.64,0,14.57
09/04/1998,19.7,19.7,19.7,19.7,0,14.61
13/04/1998,19.69,19.69,19.69,19.69,0,14.61
14/04/1998,19.76,19.76,19.76,19.76,0,14.66
15/04/1998,19.78,19.78,19.78,19.78,0,14.67
16/04/1998,19.7,19.7,19.7,19.7,0,14.61
17/04/1998,19.76,19.76,19.76,19.76,0,14.66
20/04/1998,19.75,19.75,19.75,19.75,0,14.65
21/04/1998,19.83,19.83,19.83,19.83,0,14.71
22/04/1998,19.86,19.86,19.86,19.86,0,14.73
23/04/1998,19.83,19.83,19.83,19.83,0,14.71
24/04/1998,19.77,19.77,19.77,19.77,0,14.67
27/04/1998,19.53,19.53,19.53,19.53,0,14.49
28/04/1998,19.55,19.55,19.55,19.55,0,14.5
29/04/1998,19.59,19.59,19.59,19.59,0,14.53
30/04/1998,19.71,19.71,19.71,19.71,0,14.62
01/05/1998,19.73,19.73,19.73,19.73,0,14.64
04/05/1998,19.76,19.76,19.76,19.76,0,14.66
05/05/1998,19.68,19.68,19.68,19.68,0,14.6
06/05/1998,19.61,19.61,19.61,19.61,0,14.55
07/05/1998,19.54,19.54,19.54,19.54,0,14.5
08/05/1998,19.56,19.56,19.56,19.56,0,14.51
11/05/1998,19.45,19.45,19.45,19.45,0,14.43
12/05/1998,19.48,19.48,19.48,19.48,0,14.45
13/05/1998,19.52,19.52,19.52,19.52,0,14.48
14/05/1998,19.5,19.5,19.5,19.5,0,14.47
15/05/1998,19.5,19.5,19.5,19.5,0,14.47
